Poisonous?,Cap_Shape,Cap_Surface,Cap_Color,Bruises,Odor,Gill_Attachment,Gill_Spacing,Gill_Size,Gill_Color,Stalk_Shape,Stalk_Root,Stalk_Surface_Above,Stalk_Surface_Below,Stalk_Color_Above,Stalk_Color_below,Veil_Color,Ring_Number,Ring_Type,Spore_Color,Population,Habitat
poisonous,flat,smooth,grey,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
edible,flat,smooth,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
edible,convex,smooth,pink,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,knobbed,smooth,brown,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,pink,bruises,none,free,close,broad,grey,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,woods
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
edible,flat,scaly,purple,no bruises,none,free,close,narrow,white,enlarging,missing,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,paths
edible,flat,smooth,buff,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,woods
edible,convex,smooth,brown,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,woods
poisonous,convex,scaly,brown,no bruises,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,brown,white,one,evanescent,white,several,woods
poisonous,bell,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,woods
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
edible,flat,scaly,purple,no bruises,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,woods
edible,convex,scaly,red,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,paths
edible,knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,paths
poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
poisonous,convex,smooth,grey,no bruises,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
edible,flat,scaly,purple,no bruises,none,free,close,narrow,pink,enlarging,missing,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,grasses
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
poisonous,convex,smooth,grey,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,one,evanescent,white,several,leaves
edible,knobbed,scaly,buff,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
edible,flat,scaly,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,paths
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,paths
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
edible,convex,scaly,white,no bruises,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
edible,convex,smooth,red,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,white,white,one,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,knobbed,fibrous,yellow,no bruises,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,brown,white,one,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
edible,knobbed,fibrous,cinnamon,no bruises,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,bell,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses
edible,knobbed,scaly,pink,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
edible,knobbed,scaly,buff,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,one,evanescent,white,several,paths
poisonous,flat,grooves,white,bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,white,clustered,leaves
poisonous,convex,smooth,grey,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
edible,flat,scaly,cinnamon,no bruises,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
edible,flat,scaly,pink,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
poisonous,convex,smooth,grey,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
edible,knobbed,scaly,cinnamon,no bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
edible,knobbed,scaly,cinnamon,no bruises,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,woods
poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,grey,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,conical,grooves,white,bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,white,clustered,leaves
poisonous,convex,smooth,grey,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,bell,grooves,white,bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,white,clustered,leaves
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,bell,fibrous,yellow,no bruises,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no bruises,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
edible,knobbed,smooth,brown,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
edible,knobbed,scaly,buff,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses
poisonous,convex,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,fibrous,grey,no bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,woods
edible,convex,smooth,red,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,brown,no bruises,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,woods
edible,flat,fibrous,brown,no bruises,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,no bruises,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,one,evanescent,white,several,paths
edible,convex,smooth,buff,bruises,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,flat,scaly,brown,bruises,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no bruises,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
